"AB_POSTCODE","AB_ADDRESS","UPRN","PARENT_UPRN","CLASS","CLASS_DESC"
"NE418AL","2 BURGOYNE TERRACE WYLAM",100110648170,NA,"RD04","Terraced"
"NE418HB","70 DENE ROAD WYLAM",100110648239,NA,"RD04","Terraced"
"NE418EZ","117 DENE ROAD WYLAM",100110648281,NA,"RD04","Terraced"
"NE418JT","2 HAGG BANK COTTAGES HAGG BANK WYLAM",100110648377,NA,"RD04","Terraced"
"NE418EQ","4 PARSON ROAD WYLAM",100110648443,NA,"RD04","Terraced"
"NE418EQ","11 PARSON ROAD WYLAM",100110648450,NA,"RD04","Terraced"
"NE418EX","25 TYNEDALE CLOSE WYLAM",100110648578,NA,"RD04","Terraced"
"NE418ES","35 WOODVALE GARDENS WYLAM",100110648682,NA,"RD02","Detached"
"NE418HT","GLENRIDDING ELM BANK ROAD WYLAM",100110726888,NA,"RD02","Detached"
"NE418JU","TYNEDALE HAGG BANK WYLAM",100110726925,NA,"RD04","Terraced"
"NE418EB","RIVERSIDE COTTAGE STEPHENSON TERRACE WYLAM",100110726992,NA,"RD02","Detached"
"NE426QH","2 NORTH MEADOW MEADOWS OVINGHAM PRUDHOE",200000924116,NA,"RD02","Detached"
"NE426QH","28 NORTH MEADOW MEADOWS OVINGHAM PRUDHOE",200000924141,NA,"RD02","Detached"
"NE437AD","THE OLD JOINERS SHOP U 8201 ROAD TO ST PETERS CHURCH BYWELL STOCKSFIELD",10090301416,NA,"RD04","Terraced"
"NE418BN","2 THOMAS CLOSE WYLAM",10093518985,NA,"RD02","Detached"
"NE418JT","10 HAGG BANK COTTAGES HAGG BANK WYLAM",100110648384,NA,"RD04","Terraced"
"NE418EX","3 TYNEDALE CLOSE WYLAM",100110648556,NA,"RD04","Terraced"
"NE418DJ","KILGOWER 17 WOODCROFT ROAD WYLAM",100110648617,NA,"RD02","Detached"
"NE426DH","OVINGTON SOCIAL CLUB DENE VIEW OVINGTON PRUDHOE",10000020293,NA,"CR06","Public House / Bar / Nightclub"
"NE180LJ","COBBLERS COTTAGE C 246 AYDON JUNCTION TO WELTON NEWCASTLE UPON NEWTON TYNE",10000843649,NA,"RD02","Detached"
"NE426ED","THE OLD BARN OVINGTON HALL FARM C 254 OLD NAFFERTON JUNCTION TO OVINGTON OVINGTON PRUDHOE",10000845036,10000844467,"RD02","Detached"
"NE150NT","THE PLOUGH 1 SOUTH EAST FARM HORSLEY NEWCASTLE UPON TYNE",10000847499,NA,"RD02","Detached"
"NE426HL","EAST COTTAGE C 254 OVINGHAM TO WYLAM OVINGHAM PRUDHOE",10000848664,NA,"RD03","Semi-Detached"
"NE437UL","THE COTTAGE U 8194 NEWTON MAIN ROAD NEWTON STOCKSFIELD",10000848705,NA,"RD03","Semi-Detached"
"NE437TW","WESTWOOD NEWTON HALL U 8194 NEWTON HALL TO STELLING HALL NEWTON STOCKSFIELD",200000924945,10090299614,"RD02","Detached"
"NE418AN","BLACKETT HOUSE BURGOYNE TERRACE WYLAM",200000925085,NA,"RD04","Terraced"
"NE418HS","SNAPDRAGON ELM BANK ROAD WYLAM",200000925094,NA,"RD03","Semi-Detached"
"NE418BN","16 THOMAS CLOSE WYLAM",10093518971,NA,"RD02","Detached"
"NE418BF","1 FORSTER GARDENS WYLAM",10093519004,NA,"RD04","Terraced"
"NE418DQ","WYLAM ASSEMBLY WOODCROFT ROAD WYLAM",10000020349,NA,"C","Commercial"
"NE426EE","SOUTH OVINGTON CROFT SOUTHCROFT C 254 OLD NAFFERTON JUNCTION TO OVINGTON PRUDHOE",10000843664,NA,"RD02","Detached"
"NE150NU","JAYNAR JAYNER U 8304 HIGH BARNS JUNCTION TO ROAD END HORSLEY NEWCASTLE UPON TYNE",10000843854,NA,"RD02","Detached"
"NE437UZ","MOOSHED 3 LAKER HALL FARM C 246 AYDON JUNCTION TO WELTON NEWTON STOCKSFIELD",10000848818,10000843531,"RD03","Semi-Detached"
"NE418JA","13 WYLAM GRANGE STATION ROAD WYLAM",10094524336,100110764307,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418DW","THE GRANARY ROWE LANE WYLAM",10093217662,NA,"RD02","Detached"
"NE418BN","1 THOMAS CLOSE WYLAM",10093518986,NA,"RD02","Detached"
"NE426DE","WELLBURN HOUSE RESIDENTIAL CARE HOME C 254 OVINGTON TO OVINGHAM OVINGHAM PRUDHOE",10000020299,NA,"RI01","Care / Nursing Home"
"NE437UL","THE STABLES TOWN FARM U 8194 NEWTON MAIN ROAD NEWTON STOCKSFIELD",10000843414,10091603831,"RD04","Terraced"
"NE437TW","WESTSIDE WEST SIDE NEWTON HALL U 8194 NEWTON HALL TO STELLING HALL NEWTON STOCKSFIELD",10000843528,10090299614,"RD02","Detached"
"NE150NS","HORSLEY HOUSE B 6528 HORSLEY NEWCASTLE UPON MAIN ROAD THROUGH VILLAGE HORSLEY TYNE",10000843859,NA,"RD02","Detached"
"NE426ED","RIDGEMOUNT C 254 OLD NAFFERTON JUNCTION TO OVINGTON OVINGTON PRUDHOE",10000843662,NA,"RD02","Detached"
"NE437TZ","3 EAST COTTAGE STYFORD HIGH BARNS C 252 BYWELL TO HIGH BARNS JUNCTION STOCKSFIELD",10000844629,10000844627,"RD02","Detached"
"NE418DF","2 CHAPEL LANE WYLAM",10000847338,NA,"RD03","Semi-Detached"
"NE426DT","THOMPSONS BUILDINGS C 254 OVINGTON MAIN ROAD THROUGH VILLAGE OVINGTON PRUDHOE",10000844466,NA,"RD04","Terraced"
"NE437UH","THE OLD VICARAGE C 251 SHAW HOUSE TO NEWTON HALL NEWTON STOCKSFIELD",10000844624,NA,"RD03","Semi-Detached"
"NE437AD","THE FLAT BYWELL HALL U 8201 ROAD TO ST PETERS CHURCH BYWELL STOCKSFIELD",10000844875,10000020631,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE426AT","ROSEDALE 18 CASTLE VIEW OVINGHAM PRUDHOE",10000847359,NA,"RD04","Terraced"
"NE418DJ","3 WOODCROFT ROAD WYLAM",10000848277,NA,"RD03","Semi-Detached"
"NE426DR","THE CLUB BUNGALOW OVINGTON SOCIAL CLUB DENE VIEW OVINGTON PRUDHOE",10014492281,10000020293,"RD03","Semi-Detached"
"NE426BR","11 HAWTHORN GARDENS OVINGHAM PRUDHOE",10094012125,NA,"RD03","Semi-Detached"
"NE150AG","11 CASTLE VIEW HORSLEY NEWCASTLE UPON TYNE",10000020123,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE426HL","WILDWOOD MOUNT C 254 OVINGHAM TO WYLAM OVINGHAM PRUDHOE",10000020161,NA,"RD02","Detached"
"NE437XD","NAFFERTON ECOLOGICAL FARMING GROUP A 69 TO NAFFERTON FARM FARM STOCKSFIELD",10000020455,NA,"CA01","Farm / Non-Residential Associated Building"
"NE437UG","BRICK HOUSE NEWTON A 69 T STYFORD TO RUDCHESTER ROUNDABOUT STOCKSFIELD",10000020534,NA,"RD02","Detached"
"NE437UZ","LAKER HALL FARM C 246 AYDON JUNCTION TO WELTON NEWTON STOCKSFIELD",10000843531,NA,"RD02","Detached"
"NE180LL","MILITARY ROAD AT EAST WALL HOUSES EAST WALLHOUSES THE FARMHOUSE EAST WALLHOUSES NEWCASTLE UPON TYNE",2920006235,NA,"RD04","Terraced"
"NE418BA","MIDDLETON HOUSE HOLEYN HALL ROAD WYLAM",10093518989,NA,"RD02","Detached"
"NE418JA","4 WYLAM GRANGE STATION ROAD WYLAM",10094524327,100110764307,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418JA","10 WYLAM GRANGE STATION ROAD WYLAM",10094524333,100110764307,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418AD","OAK HOUSE BLACKETT COTTAGES WYLAM",10091034202,NA,"RD02","Detached"
"NE437XD","4 NAFFERTON FARM COTTAGES A 69 TO NAFFERTON FARM STOCKSFIELD",10000843205,10014490217,"RD04","Terraced"
"NE437UX","EAST CROOKHILL C 254 OLD NAFFERTON JUNCTION TO OVINGTON OVINGTON CROOK HILL STOCKSFIELD",10000844872,NA,"RD02","Detached"
"NE426AT","15 CASTLE VIEW OVINGHAM PRUDHOE",200000921276,NA,"RD04","Terraced"
"NE426AU","28 CASTLE VIEW OVINGHAM PRUDHOE",200000921294,NA,"RD04","Terraced"
"NE418DS","4 INGHAM TERRACE WYLAM",200000921699,NA,"RD04","Terraced"
"NE426DH","HUNTERS LODGE C 254 OVINGTON MAIN ROAD THROUGH VILLAGE OVINGTON PRUDHOE",200000924151,NA,"RD02","Detached"
"NE418AS","FLAT 1 WYLAM HALL CHURCH ROAD THE ORCHARD WYLAM",200000925139,200000925794,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE437TL","3 SOUTH DRIVE MOWDEN HALL NEWTON STOCKSFIELD",200000921058,NA,"RD02","Detached"
"NE426AB","WATERLEAP 2 THE HILL OVINGHAM PRUDHOE",200000921306,NA,"RD03","Semi-Detached"
"NE426AG","MODEL COTTAGE MAIN ROAD OVINGHAM PRUDHOE",200000921312,NA,"RD02","Detached"
"NE418BH","OAKWOOD HOUSE C 257 HOLEYN HALL ROAD TO HEXHAM ROAD WYLAM",200000925132,NA,"RD02","Detached"
"NE418AJ","BISTRO EN GLAZE LABURNUM HOUSE MAIN ROAD WYLAM",200000922393,NA,"CR07","Restaurant / Cafeteria"
"NE418AT","THE OLD VICARAGE CHURCH ROAD WYLAM",200000925087,NA,"RD02","Detached"
"NE418AT","THE ST OSWINS VICARAGE CHURCH ROAD WYLAM",200000925088,NA,"RD02","Detached"
"NE418AQ","BIRD INN HOUSE MAIN ROAD WYLAM",200000925119,NA,"RD04","Terraced"
"NE426BT","10 BEWICK LANE OVINGHAM PRUDHOE",100110642979,NA,"RD04","Terraced"
"NE426DY","3 BURNSIDE OVINGTON PRUDHOE",100110643279,NA,"RD03","Semi-Detached"
"NE426DY","9 BURNSIDE OVINGTON PRUDHOE",100110643285,NA,"RD03","Semi-Detached"
"NE426AW","10 DENE GARTH OVINGHAM PRUDHOE",100110643974,NA,"RD04","Terraced"
"NE426AW","16 DENE GARTH OVINGHAM PRUDHOE",100110643980,NA,"RD04","Terraced"
"NE426EL","3 SPRINGFIELD CLOSE OVINGTON PRUDHOE",100110646157,NA,"RD02","Detached"
"NE437AF","2 LOW BANK COTTAGES BYWELL STOCKSFIELD",100110647567,NA,"RD04","Terraced"
"NE437TU","2 PEEPY FARM COTTAGES BYWELL STOCKSFIELD",100110647815,NA,"RD04","Terraced"
"NE418AX","10 ALGERNON TERRACE WYLAM",100110648078,NA,"RD04","Terraced"
"NE418HA","36 DENE ROAD WYLAM",100110648217,NA,"RD02","Detached"
"NE418HB","46 DENE ROAD WYLAM",100110648227,NA,"RD02","Detached"
"NE418AY","3 DENE TERRACE EAST WYLAM",100110648307,NA,"RD04","Terraced"
"NE418AY","5 DENE TERRACE EAST WYLAM",100110648309,NA,"RD04","Terraced"
"NE418EJ","5 HACKWORTH GARDENS WYLAM",100110648363,NA,"RD04","Terraced"
"NE418EJ","15 HACKWORTH GARDENS WYLAM",100110648369,NA,"RD04","Terraced"
"NE418LA","5 STEPHENSON COURT WYLAM",100110648464,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418DZ","7 STEPHENSON TERRACE WYLAM",100110648484,NA,"RD04","Terraced"
"NE418EN","5 THE DENE WYLAM",100110648518,NA,"RD04","Terraced"
"NE418BD","NORTH RIDGE ACOMB DRIVE WYLAM",100110726853,NA,"RD03","Semi-Detached"
"NE418HS","THE SHIELING ELM BANK ROAD WYLAM",100110726905,NA,"RD03","Semi-Detached"
"NE418HX","WINGROVE WYLAM WOOD ROAD WYLAM",100110727034,NA,"RD04","Terraced"
"NE150AF","6 STONECROFT HORSLEY NEWCASTLE UPON TYNE",100110761367,NA,"RD04","Terraced"
"NE418AP","WYLAM INSTITUTE CHURCH ROAD WYLAM",100110764329,NA,"CC04","Public / Village Hall / Other Community Facility"
"NE437DP","3 THE OLD FORGE NEWTON STOCKSFIELD",100110764685,NA,"RD03","Semi-Detached"
"NE150PD","3 HIGHCROFTS HORSLEY NEWCASTLE UPON TYNE",100110642583,NA,"RD04","Terraced"
"NE426BE","9 DENE CLOSE OVINGHAM PRUDHOE",100110643954,NA,"RD04","Terraced"
"NE426BP","3 NUNNYKIRK CLOSE OVINGHAM PRUDHOE",100110645212,NA,"RD02","Detached"
"NE426DZ","2 THE GREEN OVINGTON PRUDHOE",100110646380,NA,"RD03","Semi-Detached"
"NE426BD","9 WELBURN CLOSE OVINGHAM PRUDHOE",100110646552,NA,"RD04","Terraced"
"NE426BD","10 WELBURN CLOSE OVINGHAM PRUDHOE",100110646553,NA,"RD04","Terraced"
"NE426AS","39 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646864,NA,"RD02","Detached"
"NE426AS","51 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646876,NA,"RD04","Terraced"
"NE426AS","55 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646880,NA,"RD03","Semi-Detached"
"NE418EZ","30 DENE ROAD WYLAM",100110648211,NA,"RD04","Terraced"
"NE418EY","136 DENE ROAD WYLAM",100110648300,NA,"RD04","Terraced"
"NE418AY","6 DENE TERRACE EAST WYLAM",100110648310,NA,"RD04","Terraced"
"NE418EG","6 HEDLEY ROAD WYLAM",100110648391,NA,"RD04","Terraced"
"NE418EL","17 JACKSON ROAD WYLAM",100110648418,NA,"RD03","Semi-Detached"
"NE418BE","ACOMB HOUSE HOLEYN HALL ROAD WYLAM",100110726929,NA,"RD02","Detached"
"NE418HZ","COLDWELL COTTAGE WYLAM WOOD ROAD WYLAM",100110727014,NA,"RD02","Detached"
"NE418AG","SPAR STORES 2 SOUTH VIEW WYLAM",100110764336,NA,"CR08","Shop / Showroom"
"NE150NY","ANVIL HOMES UNIT 5 STEPHENSON HOUSE HORSLEY BUSINESS CENTRE HORSLEY NEWCASTLE UPON TYNE",10014491327,10000848750,"CO01","Office / Work Studio"
"NE426AA","WOODBINE HOUSE MAIN ROAD OVINGHAM PRUDHOE",200000921304,NA,"RD03","Semi-Detached"
"NE426AD","EDDYBRUFF HOUSE MAIN ROAD OVINGHAM PRUDHOE",200000924111,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418DP","FLAT 2 WYLAM MILL MAIN ROAD WYLAM",200000925123,200000925841,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE426BH","OVERDALE DENE VIEW U 8207 THE GLEBE TO THE TERRACE OVINGHAM PRUDHOE",200000925402,10090301616,"RD02","Detached"
"NE180LL","ON POINT NUTRITION UNIT 1 A VALLUM FARM EAST WALLHOUSES NEWCASTLE UPON TYNE",10094013885,NA,"CI03","Workshop / Light Industrial"
"NE418JA","12 WYLAM GRANGE STATION ROAD WYLAM",10094524335,100110764307,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE150AF","5 STONECROFT HORSLEY NEWCASTLE UPON TYNE",100110642679,NA,"RD02","Detached"
"NE426AN","1 CROFT VIEW OVINGHAM PRUDHOE",100110643940,NA,"RD03","Semi-Detached"
"NE426AN","2 CROFT VIEW OVINGHAM PRUDHOE",100110643941,NA,"RD03","Semi-Detached"
"NE426AX","1 PIPER ROAD OVINGHAM PRUDHOE",100110645650,NA,"RD04","Terraced"
"NE426AY","33 PIPER ROAD OVINGHAM PRUDHOE",100110645682,NA,"RD04","Terraced"
"NE426BB","31 WHEATFIELD CLOSE OVINGHAM PRUDHOE",100110646821,NA,"RD04","Terraced"
"NE418AX","4 ALGERNON TERRACE WYLAM",100110648072,NA,"RD04","Terraced"
"NE418EU","22 BLUEBELL CLOSE WYLAM",100110648161,NA,"RD02","Detached"
"NE418HB","84 DENE ROAD WYLAM",100110648253,NA,"RD04","Terraced"
"NE418EE","10 FALCON TERRACE WYLAM",100110648336,NA,"RD04","Terraced"
"NE418EE","18 FALCON TERRACE WYLAM",100110648344,NA,"RD04","Terraced"
"NE418EG","19 HEDLEY ROAD WYLAM",100110648404,NA,"RD04","Terraced"
"NE418LA","13 STEPHENSON COURT WYLAM",100110648472,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418LA","16 STEPHENSON COURT WYLAM",100110648475,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418EX","28 TYNEDALE CLOSE WYLAM",100110648581,NA,"RD04","Terraced"
"NE418DH","29 WOODCROFT ROAD WYLAM",100110648625,NA,"RD02","Detached"
"NE426EA","WISTERIA COTTAGE 1 JUBILEE ROAD OVINGTON PRUDHOE",100110726191,NA,"RD04","Terraced"
"NE426BN","GREENHAUGH WEST ROAD OVINGHAM PRUDHOE",100110726245,NA,"RD02","Detached"
"NE418JU","THE POINT COTTAGE HAGG BANK WYLAM",100110726924,NA,"RD02","Detached"
"NE418BB","MOOLABA 11 HOLEYN HALL ROAD WYLAM",100110726944,NA,"RD04","Terraced"
"NE418BB","WOODBINE COTTAGE HOLEYN HALL ROAD WYLAM",100110726952,NA,"RD02","Detached"
"NE418BS","ATRIUM THE ORCHARD WYLAM",100110727005,NA,"RD02","Detached"
"NE426BG","HONEYWOOD HORSLEY ROAD OVINGHAM PRUDHOE",100110764501,NA,"RD02","Detached"
"NE418BF","11 FORSTER GARDENS WYLAM",10093518994,NA,"RD04","Terraced"
"NE418BD","ARANGA ACOMB DRIVE WYLAM",10093680358,NA,"RD","Dwelling"
"NE418JT","1 HAGG BANK COTTAGES HAGG BANK WYLAM",200000921641,NA,"RD04","Terraced"
"NE426DQ","THE SHIELING COAL LANE OVINGTON PRUDHOE",200000922433,NA,"RD02","Detached"
"NE426QH","16 NORTH MEADOW MEADOWS OVINGHAM PRUDHOE",200000924129,NA,"RD02","Detached"
"NE418DP","FLAT 1 WYLAM MILL MAIN ROAD WYLAM",200000925122,200000925841,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE437UL","SOUTH FARM COTTAGE U 8194 NEWTON MAIN ROAD NEWTON STOCKSFIELD",10000843392,NA,"RD02","Detached"
"NE426EB","BELFIELD U 8202 BEARL JUNCTION TO OVINGTON OVINGTON PRUDHOE",10000848152,NA,"RD02","Detached"
"NE426AZ","67 PIPER ROAD OVINGHAM PRUDHOE",10094012113,NA,"RD03","Semi-Detached"
"NE418BB","16 HOLEYN HALL ROAD WYLAM",10000848274,NA,"RD03","Semi-Detached"
"NE180LL","WEST DENESIDE MILITARY ROAD AT EAST WALL HOUSES EAST WALLHOUSES NEWCASTLE UPON TYNE",2920008791,NA,"RD03","Semi-Detached"
"NE426DH","POPLAR HOUSE C 254 OVINGTON MAIN ROAD THROUGH VILLAGE OVINGTON PRUDHOE",10000843338,NA,"RD03","Semi-Detached"
"NE437UL","BROW HOUSE U 8194 NEWTON MAIN ROAD NEWTON STOCKSFIELD",10000843390,NA,"RD02","Detached"
"NE150NT","TULIP COTTAGE B 6528 HORSLEY NEWCASTLE UPON MAIN ROAD THROUGH VILLAGE HORSLEY TYNE",10000843842,NA,"CH02","Holiday Let/Accomodation/Short-Term Let Other Than CH01"
"NE426ED","SOUTH COTTAGE C 254 OLD NAFFERTON JUNCTION TO OVINGTON OVINGTON PRUDHOE",10000845035,NA,"RD03","Semi-Detached"
"NE426BS","ST MARYS VICARAGE 2 BURNSIDE CLOSE OVINGHAM PRUDHOE",200000924102,NA,"RD04","Terraced"
"NE426QH","21 NORTH MEADOW MEADOWS OVINGHAM PRUDHOE",200000924134,NA,"RD02","Detached"
"NE437TW","WESTSIDE FARM NEWTON HALL U 8194 NEWTON HALL TO STELLING HALL NEWTON STOCKSFIELD",200000924941,10090299614,"RD02","Detached"
"NE418BQ","THE LONG BARN HOLEYN HALL HOLEYN HALL ROAD WYLAM",200000925112,100110726939,"RD04","Terraced"
"NE150LZ","NORTHSIDE NORTH SIDE FARM OATENS BANK HORSLEY NEWCASTLE UPON TYNE",200000925391,NA,"RD02","Detached"
"NE418DF","THE STOREROOM CHAPEL LANE WYLAM",10091035461,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE180LL","RED MAPLE 10 THE OLD COW BARN VALLUM FARM EAST WALLHOUSES NEWCASTLE UPON TYNE",10091033168,10000847040,"CO01","Office / Work Studio"
"NE418EE","7 FALCON TERRACE WYLAM",100110648333,NA,"RD04","Terraced"
"NE418LA","2 STEPHENSON COURT WYLAM",100110648461,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418DZ","1 STEPHENSON TERRACE WYLAM",100110648478,NA,"RD04","Terraced"
"NE418EX","13 TYNEDALE CLOSE WYLAM",100110648566,NA,"RD04","Terraced"
"NE418ES","8 WOODVALE GARDENS WYLAM",100110648655,NA,"RD03","Semi-Detached"
"NE418AS","ASHBURN CHURCH ROAD WYLAM",100110726864,NA,"RD02","Detached"
"NE418JU","HILLSIDE HAGG BANK WYLAM",100110726919,NA,"RD03","Semi-Detached"
"NE418BB","WESTWAY 6 HOLEYN HALL ROAD WYLAM",100110726950,NA,"RD04","Terraced"
"NE418EL","WHITE MEDICAL GROUP 33-37 JACKSON ROAD WYLAM",100110764294,NA,"CM02","General Practice Surgery / Clinic"
"NE437DP","2 THE OLD FORGE NEWTON STOCKSFIELD",100110764684,NA,"RD02","Detached"
"NE437DP","4 THE OLD FORGE NEWTON STOCKSFIELD",100110764686,NA,"RD03","Semi-Detached"
"NE418JR","IVY COTTAGE WYLAM WOOD ROAD WYLAM",100110727023,NA,"RD02","Detached"
"NE418BG","BURN COTTAGE HOLEYN HALL ROAD WYLAM",100110764301,NA,"RD02","Detached"
"NE426AL","5 THE CROFT HORSLEY ROAD OVINGHAM PRUDHOE",100110764485,100110815760,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE426AZ","74 PIPER ROAD OVINGHAM PRUDHOE",10094012128,NA,"RD03","Semi-Detached"
"NE426BR","1 HAWTHORN GARDENS OVINGHAM PRUDHOE",10094012120,NA,"RD03","Semi-Detached"
"NE437TW","WESTSIDE WEST LODGE NEWTON HALL U 8194 NEWTON HALL TO STELLING HALL NEWTON STOCKSFIELD",200000924942,10090299614,"RD02","Detached"
"NE150AF","4 STONECROFT HORSLEY NEWCASTLE UPON TYNE",100110642678,NA,"RD02","Detached"
"NE426DY","6 BURNSIDE OVINGTON PRUDHOE",100110643282,NA,"RD03","Semi-Detached"
"NE426AW","3 DENE GARTH OVINGHAM PRUDHOE",100110643967,NA,"RD04","Terraced"
"NE426AW","5 DENE GARTH OVINGHAM PRUDHOE",100110643969,NA,"RD04","Terraced"
"NE426DL","4 DENE TERRACE OVINGTON PRUDHOE",100110644059,NA,"RD04","Terraced"
"NE426BP","1 NUNNYKIRK CLOSE OVINGHAM PRUDHOE",100110645210,NA,"RD02","Detached"
"NE426BP","7 NUNNYKIRK CLOSE OVINGHAM PRUDHOE",100110645216,NA,"RD02","Detached"
"NE426AY","28 PIPER ROAD OVINGHAM PRUDHOE",100110645677,NA,"RD03","Semi-Detached"
"NE426EH","14 SPRINGFIELD OVINGTON PRUDHOE",100110646122,NA,"RD02","Detached"
"NE426EQ","23 SPRINGFIELD OVINGTON PRUDHOE",100110646131,NA,"RD02","Detached"
"NE426EH","32 SPRINGFIELD OVINGTON PRUDHOE",100110646140,NA,"RD02","Detached"
"NE426EQ","43 SPRINGFIELD OVINGTON PRUDHOE",100110646151,NA,"RD02","Detached"
"NE426BD","2 WELBURN CLOSE OVINGHAM PRUDHOE",100110646545,NA,"RD04","Terraced"
"NE426AS","28 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646853,NA,"RD04","Terraced"
"NE418AX","15 ALGERNON TERRACE WYLAM",100110648083,NA,"RD04","Terraced"
"NE418EG","8 HEDLEY ROAD WYLAM",100110648393,NA,"RD04","Terraced"
"NE418BJ","2 OAKWOOD COTTAGES WYLAM",100110648437,NA,"RD04","Terraced"
"NE418BJ","4 OAKWOOD COTTAGES WYLAM",100110648439,NA,"RD04","Terraced"
"NE418EQ","9 PARSON ROAD WYLAM",100110648448,NA,"RD04","Terraced"
"NE418JS","2 RAILWAY COTTAGES HAGG BANK WYLAM",100110648454,NA,"RD04","Terraced"
"NE418DZ","4 STEPHENSON TERRACE WYLAM",100110648481,NA,"RD04","Terraced"
"NE418EN","8 THE DENE WYLAM",100110648521,NA,"RD04","Terraced"
"NE418EW","21 THE DENE WYLAM",100110648534,NA,"RD02","Detached"
"NE418BS","2 THE ORCHARD WYLAM",100110648538,NA,"RD02","Detached"
"NE418BS","8 THE ORCHARD WYLAM",100110648544,NA,"RD02","Detached"
"NE426AL","ELLAN VANNIN HORSLEY ROAD OVINGHAM PRUDHOE",100110726173,NA,"RD03","Semi-Detached"
"NE418HT","WANSFORD ELM BANK ROAD WYLAM",100110726908,NA,"RD03","Semi-Detached"
"NE437AL","TYNE CHEASE LIMITED UNIT 5 BEARL FARM INDUSTRIAL UNITS B 6309 STOCKSFIELD TO MOWDEN HALL CROSS ROADS STOCKSFIELD",10023734306,10023734301,"CO01","Office / Work Studio"
"NE426BS","1 BURNSIDE CLOSE OVINGHAM PRUDHOE",100110643287,NA,"RD02","Detached"
"NE426AW","13 DENE GARTH OVINGHAM PRUDHOE",100110643977,NA,"RD04","Terraced"
"NE426DL","7 DENE TERRACE OVINGTON PRUDHOE",100110644062,NA,"RD04","Terraced"
"NE426AZ","40 PIPER ROAD OVINGHAM PRUDHOE",100110645689,NA,"RD04","Terraced"
"NE426EL","7 SPRINGFIELD CLOSE OVINGTON PRUDHOE",100110646161,NA,"RD02","Detached"
"NE426AR","4 TYNE GARDENS OVINGHAM PRUDHOE",100110646449,NA,"RD03","Semi-Detached"
"NE426BD","21 WELBURN CLOSE OVINGHAM PRUDHOE",100110646564,NA,"RD04","Terraced"
"NE426BA","9 WHEATFIELD CLOSE OVINGHAM PRUDHOE",100110646799,NA,"RD04","Terraced"
"NE426AS","14 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646839,NA,"RD04","Terraced"
"NE437TU","7 PEEPY FARM COTTAGES BYWELL STOCKSFIELD",100110647818,NA,"RD03","Semi-Detached"
"NE418EH","9 BELL ROAD WYLAM",100110648102,NA,"RD04","Terraced"
"NE418EE","28 FALCON TERRACE WYLAM",100110648354,NA,"RD04","Terraced"
"NE418EJ","17 HACKWORTH GARDENS WYLAM",100110648371,NA,"RD04","Terraced"
"NE418EL","11 JACKSON ROAD WYLAM",100110648415,NA,"RD03","Semi-Detached"
"NE418AG","1 SOUTH VIEW WYLAM",100110648459,NA,"RD03","Semi-Detached"
"NE418HD","4 SWINDALE COTTAGES WYLAM",100110648508,NA,"RD03","Semi-Detached"
"NE418HD","8 SWINDALE COTTAGES WYLAM",100110648512,NA,"RD04","Terraced"
"NE418EN","16 THE DENE WYLAM",100110648529,NA,"RD03","Semi-Detached"
"NE418EW","17 THE DENE WYLAM",100110648530,NA,"RD02","Detached"
"NE418DU","7 TYNE VIEW WYLAM",100110648551,NA,"RD04","Terraced"
"NE418DH","RAVENSHAW 41 WOODCROFT ROAD WYLAM",100110648637,NA,"RD03","Semi-Detached"
"NE418JA","DUMBRECK STATION ROAD WYLAM",100110726987,NA,"RD02","Detached"
"NE418AB","WYLAM PHARMACY LTD PHARMACY MAIN ROAD WYLAM WYLAM",100110764287,NA,"CR08","Shop / Showroom"
"NE418DG","2 ROSE COTTAGES WYLAM",100110764323,NA,"RD04","Terraced"
"NE418DS","12 INGHAM TERRACE WYLAM",200000921690,NA,"RD04","Terraced"
"NE426QH","26 NORTH MEADOW MEADOWS OVINGHAM PRUDHOE",200000924139,NA,"RD02","Detached"
"NE426BQ","CEMETERY LODGE TYNE GARDENS OVINGHAM PRUDHOE",200000924144,NA,"RD02","Detached"
